"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1007220_1_RD_CPH.bin.76"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Thermomonas"	"Unclassified_Thermomonas"
"1007221_1_RA_CPH.bin.2"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"Unclassified_Sphingopyxis"
"1007222_1_RL_CPH.bin.46"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Gemmiger"	"Gemmiger qucibialis"
"1007224_1_RL_CPH.bin.20"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Epilithonimonas"	"Epilithonimonas vandammei"
"1007224_1_RL_CPH.bin.40"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E sp010095445"
"1007225_1_RD_CPH.bin.84"	"Bacteria"	"Firmicutes"	"Bacilli"	"RF39"	"UBA660"	"CAG-302"	"CAG-302 sp001916775"
"1007226_1_RL_CPH.bin.125"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Unclassified_Acidovorax"
"1007226_1_RL_CPH.bin.77"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Actinomycetaceae"	"Unclassified_Actinomycetaceae"	"Unclassified_Actinomycetaceae"
"1007227_1_RL_CPH.bin.69"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1007227_1_RL_CPH.bin.87"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas_A"	"Pseudoxanthomonas_A mexicana"
"1007228_1_RA_CPH.bin.84"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"JAGOZY01"	"JAGOZY01"	"JAGOHU01"	"JAGOHU01 sp017995975"
"1007228_1_RA_CPH.bin.95"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"CTSOIL-112"	"CTSOIL-112 sp017986195"
"1007229_1_RD_CPH.bin.22"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Moraxella_A"	"Moraxella_A sp002478835"
"1007229_1_RD_CPH.bin.3"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Prevotella sp018053665"
"1007230_3_RL_CPH.bin.65"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007231_1_RA_CPH.bin.35"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007231_1_RA_CPH.bin.9"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Aliarcobacter sp017995775"
"1007233_1_RL_CPH.bin.18"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1007233_1_RL_CPH.bin.26"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanogingivalaceae"	"Nanogingivalis"	"Nanogingivalis sp017992395"
"1007233_1_RL_CPH.bin.75"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Unclassified_Faecalibacterium"
"1007234_1_RA_CPH.bin.113"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caedimonadales"	"Caedimonadaceae"	"Unclassified_Caedimonadaceae"	"Unclassified_Caedimonadaceae"
"1007234_1_RA_CPH.bin.137"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"40-80"	"Unclassified_40-80"
"1007234_1_RA_CPH.bin.23"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Paracoccus"	"Paracoccus marcusii"
"1007234_1_RA_CPH.bin.29"	"Bacteria"	"SAR324"	"SAR324"	"XYD2-FULL-50-16"	"JAERRU01"	"Unclassified_JAERRU01"	"Unclassified_JAERRU01"
"1007234_1_RA_CPH.bin.41"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_C"	"Pseudomonas_C caeni"
"1007234_1_RA_CPH.bin.89"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Aeromonas"	"Unclassified_Aeromonas"
"1007235_1_RD_CPH.bin.26"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_I"	"Enterococcus_I aquimarinus"
"1007235_1_RD_CPH.bin.3"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"CAG-103"	"CAG-103 sp000432375"
"1007235_1_RD_CPH.bin.58"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"1007235_1_RD_CPH.bin.65"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAGOEY01"	"JAGOEY01 sp017997515"
"1007239_1_RL_CPH.bin.112"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"JAAYAE01"	"Unclassified_JAAYAE01"
"1007239_1_RL_CPH.bin.5"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Unclassified_Faecalibacterium"
"1007243_1_RA_CPH.bin.48"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii_G"
"1007245_1_RL_CPH.bin.53"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1007245_1_RL_CPH.bin.71"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"CAG-103"	"CAG-103 sp000432375"
"1007246_1_RD_CPH.bin.65"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Butyrivibrio"	"Butyrivibrio sp017996845"
"1007246_1_RD_CPH.bin.77"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"1007247_1_RL_CPH.bin.47"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007248_1_RD_CPH.bin.48"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter parvus"
"1007248_1_RD_CPH.bin.64"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"1007249_1_RL_CPH.bin.45"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Psychrobacter cryohalolentis"
"1007251_1_RD_CPH.bin.104"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Flavobacterium sp017997335"
"1007251_1_RD_CPH.bin.45"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Peptostreptococcales"	"Anaerovoracaceae"	"UBA5559"	"Unclassified_UBA5559"
"1007252_1_RL_CPH.bin.16"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Giesbergeria"	"Unclassified_Giesbergeria"
"1007252_1_RL_CPH.bin.5"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Brevefilum"	"Brevefilum fermentans"
"1007252_1_RL_CPH.bin.8"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes shahii"
"1007254_1_RD_CPH.bin.50"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"1007254_1_RD_CPH.bin.9"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1007255_1_RL_CPH.bin.2"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"Unclassified_Cloacibacterium"
"1007255_1_RL_CPH.bin.27"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"Unclassified_Cloacibacterium"
"1007255_1_RL_CPH.bin.64"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Prevotella sp015074785"
"1007256_1_RA_CPH.bin.64"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Aeromonas"	"Aeromonas media"
"1007256_1_RA_CPH.bin.66"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"Cloacibacterium caeni_A"
"1007256_1_RA_CPH.bin.83"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007257_1_RD_CPH.bin.51"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007259_1_RA_CPH.bin.40"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Enterobacter"	"Enterobacter hormaechei_A"
"1007260_1_RD_CPH.bin.18"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007260_1_RD_CPH.bin.51"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"UBA2212"	"Unclassified_UBA2212"
"1007260_1_RD_CPH.bin.87"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Thermomonas"	"Unclassified_Thermomonas"
"1007261_1_RL_CPH.bin.105"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter sp002296655"
"1007261_1_RL_CPH.bin.108"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax_C"	"Unclassified_Acidovorax_C"
"1007261_1_RL_CPH.bin.39"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azonexus"	"Azonexus sp012839675"
"1007261_1_RL_CPH.bin.68"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"Alistipes putredinis"
"1007262_1_RA_CPH.bin.114"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"49-20"	"Unclassified_49-20"
"1007263_1_RD_CPH.bin.26"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"ER4"	"Unclassified_ER4"
"1007264_1_RL_CPH.bin.61"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Selenomonadales"	"JAGPMH01"	"JAGPMH01"	"JAGPMH01 sp018052945"
"1007264_1_RL_CPH.bin.64"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Aeromonadaceae"	"Aeromonas"	"Aeromonas media"
"1007265_1_RA_CPH.bin.103"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Veillonellales"	"Dialisteraceae"	"Dialister"	"Dialister sp000434475"
"1007266_1_RD_CPH.bin.108"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii_G"
"1007267_1_RL_CPH.bin.44"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007267_1_RL_CPH.bin.57"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax_C"	"Unclassified_Acidovorax_C"
"1007268_1_RA_CPH.bin.105"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus thermophilus"
"1007268_1_RA_CPH.bin.33"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"Phocaeicola vulgatus"
"1007269_1_RD_CPH.bin.111"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Peptostreptococcales"	"Filifactoraceae"	"Acetoanaerobium"	"Acetoanaerobium noterae"
"1007269_1_RD_CPH.bin.31"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Aliarcobacter acticola"
"1007269_1_RD_CPH.bin.95"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Paludibacteraceae"	"UPXZ01"	"UPXZ01 sp018055865"
"1007270_1_RL_CPH.bin.30"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Thauera"	"Thauera sp017997795"
"1007271_1_RA_CPH.bin.59"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Vitreoscilla"	"Unclassified_Vitreoscilla"
"1007271_2_RA_CPH.bin.16"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Comamonas denitrificans_A"
"1007272_1_RL_CPH.bin.35"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter towneri"
"1007272_1_RL_CPH.bin.38"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii_C"
"1007272_2_RL_CPH.bin.2"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Cloacibacterium"	"Cloacibacterium caeni_A"
"1007272_2_RL_CPH.bin.7"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Aliarcobacter sp017996075"
"1007273_1_RA_CPH.bin.10"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Acidovorax temperans"
"1007273_2_RA_CPH.bin.39"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1007274_1_RD_CPH.bin.101"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"CAG-791"	"Unclassified_CAG-791"
"1007274_1_RD_CPH.bin.2"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides uniformis"
"1007274_1_RD_CPH.bin.82"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Psychrobacter cryohalolentis"
"1007274_1_RD_CPH.bin.94"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"UBA2658"	"Unclassified_UBA2658"
"1007275_1_RL_CPH.bin.14"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Trichococcus"	"Trichococcus flocculiformis"
"1007275_1_RL_CPH.bin.68"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Macellibacteroides"	"Macellibacteroides fermentans"
"1007276_1_RL_CPH.bin.18"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces griseofuscus"
"1007277_1_RA_CPH.bin.51"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"JAGOYM01"	"JAGOYM01 sp018059165"
"1007278_1_RA_CPH.bin.10"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Giesbergeria"	"Unclassified_Giesbergeria"
"1007278_1_RA_CPH.bin.12"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Brachymonas"	"Brachymonas sp017993135"
"1007279_1_RD_CPH.bin.13"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E iridis"
"1007279_1_RD_CPH.bin.35"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-74"	"UBA1038"	"Unclassified_UBA1038"
"1007279_1_RD_CPH.bin.49"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Acutalibacteraceae"	"Ruminococcus_E"	"Ruminococcus_E bromii_B"
"1007280_1_RD_CPH.bin.29"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E paraversuta"
"1007280_1_RD_CPH.bin.5"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Shewanellaceae"	"Shewanella"	"Shewanella sp002966515"
"1007280_2_RD_CPH.bin.4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax"	"Acidovorax defluvii"
"1007282_1_RL_CPH.bin.4"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Pseudomonas_E gregormendelii"
"1007283_1_RA_CPH.bin.89"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1007284_1_RA_CPH.bin.58"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"Neisseria"	"Unclassified_Neisseria"
"1007285_1_RD_CPH.bin.29"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"1007285_1_RD_CPH.bin.74"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus_A"	"Lactococcus_A raffinolactis"
"1014082_1_HU_BU_200518.bin.106"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium sp900539945"
"1014082_1_HU_BU_200518.bin.119"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Propionivibrio"	"Unclassified_Propionivibrio"
"1014082_1_HU_BU_200518.bin.121"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Acetomicrobiaceae"	"Acetomicrobium"	"Acetomicrobium sp012518015"
"1014082_1_HU_BU_200518.bin.137"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"RGIG1962"	"Unclassified_RGIG1962"
"1014082_1_HU_BU_200518.bin.78"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"Unclassified_Arenimonas"
"1014083_1_HU_BU_200525.bin.105"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Neisseriaceae"	"26B"	"Unclassified_26B"
"1014083_1_HU_BU_200525.bin.38"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii_G"
"1014083_1_HU_BU_200525.bin.75"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA2112"	"Unclassified_UBA2112"	"Unclassified_UBA2112"
"1014086_1_HU_BU_200629.bin.111"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella_A"	"Unclassified_Dokdonella_A"
"1014086_1_HU_BU_200629.bin.112"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Proteiniclasticum"	"Proteiniclasticum ruminis"
"1014086_1_HU_BU_200629.bin.119"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas_A"	"Unclassified_Pseudoxanthomonas_A"
"1014086_1_HU_BU_200629.bin.129"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavihumibacter"	"Unclassified_Flavihumibacter"
"1014086_1_HU_BU_200629.bin.140"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Unclassified_Burkholderiaceae"	"Unclassified_Burkholderiaceae"
"1014086_1_HU_BU_200629.bin.16"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"34-65-8"	"Unclassified_34-65-8"
"1014086_1_HU_BU_200629.bin.30"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Comamonas kerstersii"
"1014086_1_HU_BU_200629.bin.45"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-138"	"UBA7703"	"Unclassified_UBA7703"
"1014086_1_HU_BU_200629.bin.72"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"UBA2212"	"Unclassified_UBA2212"
"1014086_1_HU_BU_200629.bin.74"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellae"	"LD1-PB3"	"Lenti-01"	"Lenti-01"	"Unclassified_Lenti-01"
"1014086_1_HU_BU_200629.bin.81"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella"	"Unclassified_Dokdonella"
"1014087_1_HU_BU_200601.bin.115"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacter"	"Unclassified_Rhodobacter"
"1014087_1_HU_BU_200601.bin.118"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Faecalibacterium prausnitzii_D"
"1014087_1_HU_BU_200601.bin.92"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"Desulfobulbus sp017998195"
"1014089_1_HU_BU_200706.bin.60"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"CTSOIL-112"	"Unclassified_CTSOIL-112"
"1014089_1_HU_BU_200706.bin.66"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"UBA1444"	"UBA1444"	"UBA1444"	"Unclassified_UBA1444"
"1014091_1_HU_BU_200721.bin.108"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"JACDBH01"	"Unclassified_JACDBH01"	"Unclassified_JACDBH01"
"1014091_1_HU_BU_200721.bin.117"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"CAIOMD01"	"JAGORN01"	"JAGORN01 sp018062805"
"1014091_1_HU_BU_200721.bin.120"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Empedobacter"	"Empedobacter falsenii_A"
"1014091_1_HU_BU_200721.bin.33"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter sp018266715"
"1014091_1_HU_BU_200721.bin.35"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingorhabdus_B"	"Unclassified_Sphingorhabdus_B"
"1014091_1_HU_BU_200721.bin.69"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"JJ008"	"JJ008 sp002069045"
"1014093_1_HU_BU_200803.bin.1"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"MWDT01"	"MWDT01 sp002070825"
"1014093_1_HU_BU_200803.bin.41"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus gallolyticus"
"1014093_1_HU_BU_200803.bin.42"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_K"	"Unclassified_Pseudomonas_K"
"1014093_1_HU_BU_200803.bin.59"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Aquaspirillaceae"	"Aquaspirillum"	"Unclassified_Aquaspirillum"
"1014093_1_HU_BU_200803.bin.9"	"Bacteria"	"Elusimicrobiota"	"Elusimicrobia"	"Elusimicrobiales"	"Elusimicrobiaceae"	"UBA1174"	"Unclassified_UBA1174"
"1014095_1_HU_BU_200817.bin.50"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Pseudoduganella"	"Pseudoduganella buxea"
"1014098_1_HU_BU_200907.bin.39"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"Unclassified_Desulfobulbus"
"1014099_1_HU_BU_200915.bin.59"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Aliarcobacter cryaerophilus_A"
